position;square;price;direction;type;name;
0;12;700;0;6室2厅2卫;枫林园;
2;50;700;0;2室1厅1卫;中环十二区;
3;64;700;0;1室1厅1卫;郡望安石;
1;26;700;0;1室1厅1卫;吉盛小区;
0;75;700;2;2室1厅1卫;50街区;
1;53;700;2;2室1厅1卫;丽景秀苑;
5;15;700;2;4室1厅2卫;中山小区;
5;30;700;2;3室1厅1卫;开运街三院附近;
5;15;700;0;5室1厅1卫;北安路与清明街交汇;
2;30;700;2;4室1厅1卫;民康路;
5;22;700;0;4室1厅1卫;西安大路与康平街交汇;
0;20;700;2;5室1厅2卫;益田枫露二期;
2;25;700;2;5室1厅2卫;我的家园;
2;70;700;2;3室1厅1卫;二三小区;
1;20;700;0;9室1厅1卫;乐群小区;
5;15;700;0;9室1厅9卫;车城名仕花园;
2;20;650;0;9室2厅3卫;岳阳富苑;
2;85;650;2;3室1厅1卫;师大东电社区;
0;15;650;2;4室2厅2卫;超达家园;
1;51;650;0;1室1厅1卫;亚泰花园桃花苑;
5;30;600;0;1室1厅1卫;星宇名家;
5;20;600;0;4室1厅1卫;信义小区;
5;20;600;0;4室1厅1卫;万达广场;
3;18;600;2;5室2厅2卫;友谊花园;
5;20;600;0;4室1厅1卫;德昌小区;
2;80;600;0;3室2厅1卫;滨河小区;
5;18;600;0;4室1厅1卫;西朝阳南胡同万宝街交汇;
5;20;600;2;6室2厅1卫;时代家园;
5;20;600;3;1室1厅1卫;英海小区;
1;15;600;2;2室1厅1卫;葡萄牙小镇;
0;10;600;2;9室2厅2卫;世纪花园小区;
0;10;600;2;9室2厅2卫;世纪花园小区;
1;50;600;0;1室1厅1卫;御景名都A区;
2;18;600;0;4室2厅2卫;中环十一区;
0;30;550;0;3室1厅1卫;君地天城;
1;158;550;0;7室1厅2卫;天富家园;
5;17;550;0;9室1厅1卫;清华苑;
5;17;550;0;9室1厅1卫;新宇富贵苑;
0;15;500;2;5室1厅1卫;长春开发区三区;
2;14;500;0;6室1厅1卫;吉顺小区;
2;15;500;0;8室2厅3卫;鑫隆家园;
5;10;500;0;5室2厅2卫;富民小区;
5;100;500;2;6室1厅1卫;大兴路万宝街;
5;12;500;0;9室1厅1卫;重庆路万达对面;
5;20;500;2;4室1厅1卫;红旗街;
5;12;500;0;6室1厅2卫;万达广场;
5;12;500;1;8室1厅2卫;同仁书店;
3;10;500;1;9室0厅3卫;站前科技城新装修;实墙...
0;15;500;2;1室1卫;金泰小区;
0;12;500;0;6室1厅1卫;汉森华尔兹;
5;15;500;0;5室1厅1卫;粮食局宿舍;
0;30;500;2;3室1厅1卫;德惠市西三道街丰泽苑宾...;
0;30;500;1;2室0厅1卫;5街区;
0;20;500;0;7室0厅2卫;中海国际社区(C区);
5;20;500;2;1室1厅1卫;西安小区;
0;23;500;0;2室1厅1卫;安华美郡;
3;15;500;4;1室0厅1卫;远东批发一期;
1;12;500;3;2室1厅1卫;吉盛花园小区A区;
0;23;500;0;2室1厅1卫;宜家7080;
3;15;500;1;3室2厅3卫;远东批发一期;
0;100;500;0;3室2厅1卫;东方1号;
3;10;500;0;6室1厅1卫;铁路小区;
2;10;450;0;7室1厅1卫;金色世界湾;
1;10;450;1;9室2厅2卫;德展长春印;
5;25;450;1;5室2厅2卫;桂林小区;
5;8;450;2;8室0厅1卫;安华卓展;
1;10;450;1;9室2厅2卫;德展长春印;
1;31;420;0;3室2厅2卫;清华苑;
3;10;400;0;3室1厅1卫;站前银座;
2;10;400;0;9室1厅1卫;亚泰大街与四道街交汇;
5;12;400;0;7室1厅2卫;欧亚商都小区;
0;10;400;0;9室1厅2卫;冶金宿舍小区;
2;9;400;2;6室1厅1卫;重庆小区;
5;10;400;0;9室1厅3卫;隆礼嘉园;
0;128;400;0;8室1厅1卫;经开四区;
0;15;400;0;9室1厅1卫;工大家园;
3;10;400;0;3室1厅1卫;站前银座;
5;10;400;0;4室1厅1卫;太阳现代居;
5;100;400;2;6室1厅1卫;红旗街欧亚商都;
3;15;400;0;7室7厅1卫;四平路西三条;
5;10;400;0;9室2厅2卫;星宇名家;
2;8;400;1;9室1厅1卫;鑫隆家园;
0;10;350;0;1室1厅1卫;海口花园;
5;13;350;2;6室1厅2卫;国际大厦b座;
5;15;350;0;9室2厅3卫;中山小区;
3;9;350;0;1室0厅1卫;蓝天佳苑;
0;8;350;4;4室2厅1卫;临河风景;
5;150;350;0;6室2厅1卫;富贵名苑;
5;76;300;0;3室1厅1卫;国联小区;
2;8;300;0;8室1厅1卫;平阳小区;
2;76;300;0;3室1厅1卫;国联小区;
1;15;300;0;6室1厅2卫;清华苑;
3;100;300;0;3室1厅1卫;站前金街;
5;10;300;0;9室1厅1卫;世纪兴嘉园;
5;9;300;0;4室2厅1卫;活力城亚泰富源卓展百货...;
5;10;300;0;9室1厅1卫;世纪兴嘉园;
5;120;280;0;4室1厅1卫;朝阳区医院对面;
3;100;240;0;2室1厅1卫;太平洋大厦;
3;20;150;3;4室1厅1卫;沈铁盛华庭;
